date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:27:16	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:30%20GMT	https://herfybd.com/assets/uploads/hero_inner_blog.jpg	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/uploads/hero_inner_blog.jpg	(from https://herfybd.com/)
02:27:16	36608/36608	U-----	200	untouched ('OK')	text/css	date:Wed,%2005%20Dec%202018%2008:17:46%20GMT	https://herfybd.com/assets/css/jquery-ui.min.css	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/css/jquery-ui.min.css	(from https://herfybd.com/)
02:27:16	6934/6934	U-----	200	untouched ('OK')	text/css	date:Tue,%2014%20May%202019%2007:06:51%20GMT	https://herfybd.com/assets/css/flexslider.css	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/css/flexslider.css	(from https://herfybd.com/)
02:27:17	97184/97184	U-----	200	untouched ('')	application/javascript	date:Wed,%2010%20Oct%202018%2012:09:42%20GMT	https://herfybd.com/assets/js/jquery/jquery.js	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/js/jquery/jquery.js	(from https://herfybd.com/)
02:27:17	23800/23800	U-----	200	untouched ('')	application/javascript	date:Sun,%2027%20Mar%202016%2007:22:08%20GMT	https://herfybd.com/assets/js/jquery/jRate.js	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/js/jquery/jRate.js	(from https://herfybd.com/)
02:27:17	3123/3123	U-----	200	untouched ('')	application/javascript	date:Tue,%2030%20Oct%202018%2005:22:52%20GMT	https://herfybd.com/assets/js/jquery.elimore.js	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/js/jquery.elimore.js	(from https://herfybd.com/)
02:27:17	5236/5236	U-----	200	untouched ('')	application/javascript	date:Wed,%2010%20Oct%202018%2012:09:42%20GMT	https://herfybd.com/assets/js/jquery/jquery.bpopup.min.js	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/js/jquery/jquery.bpopup.min.js	(from https://herfybd.com/)
02:27:17	10056/10056	U-----	200	untouched ('')	application/javascript	date:Wed,%2010%20Oct%202018%2012:09:42%20GMT	https://herfybd.com/assets/js/jquery/jquery-migrate.min.js	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/js/jquery/jquery-migrate.min.js	(from https://herfybd.com/)
02:27:18	1005/1005	U-----	200	untouched ('')	application/javascript	date:Mon,%2022%20Oct%202018%2006:00:26%20GMT	https://herfybd.com/assets/js/script.js	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/js/script.js	(from https://herfybd.com/)
02:27:18	51627/51627	U-----	200	untouched ('')	application/javascript	date:Wed,%2010%20Oct%202018%2012:09:44%20GMT	https://herfybd.com/assets/js/jquery.dd.js	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/js/jquery.dd.js	(from https://herfybd.com/)
02:27:18	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:32%20GMT	https://herfybd.com/assets/css/fonts/fontawesome-webfonte0a5.svg?v=4.3.0	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/css/fonts/fontawesome-webfonte0a5e0a5.svg	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:18	8871/8871	U-----	200	untouched ('')	application/javascript	date:Wed,%2010%20Oct%202018%2012:09:44%20GMT	https://herfybd.com/assets/js/bt_elements.js	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/js/bt_elements.js	(from https://herfybd.com/)
02:27:18	1546/1546	U-----	200	untouched ('')	application/javascript	date:Wed,%2010%20Oct%202018%2012:09:44%20GMT	https://herfybd.com/assets/js/gtm4wp-form-move-tracker.js	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/js/gtm4wp-form-move-tracker.js	(from https://herfybd.com/)
02:27:18	14623/14623	U-----	200	untouched ('')	application/javascript	date:Wed,%2010%20Oct%202018%2012:09:46%20GMT	https://herfybd.com/assets/js/modernizr.custom.js	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/js/modernizr.custom.js	(from https://herfybd.com/)
02:27:19	58870/58870	U-----	200	untouched ('')	application/javascript	date:Mon,%2029%20Jun%202015%2010:36:44%20GMT	https://herfybd.com/assets/js/jquery.elevatezoom.js	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/js/jquery.elevatezoom.js	(from https://herfybd.com/)
02:27:19	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:33%20GMT	https://herfybd.com/assets/css/fonts/Pe-icon-7-strokebb1d.svg?d7yf1v	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/css/fonts/Pe-icon-7-strokebb1dbb1d.svg	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:19	8560/8560	U-----	200	untouched ('')	application/javascript	date:Fri,%2018%20May%202018%2013:09:46%20GMT	https://herfybd.com/assets/js/jquery.viewbox.js	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/js/jquery.viewbox.js	(from https://herfybd.com/)
02:27:19	253668/253668	U-----	200	untouched ('')	application/javascript	date:Wed,%2005%20Dec%202018%2008:16:20%20GMT	https://herfybd.com/assets/js/jquery-ui.min.js	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/js/jquery-ui.min.js	(from https://herfybd.com/)
02:27:19	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:33%20GMT	https://herfybd.com/assets/css/fonts/weathericons-regular-webfont.svg	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/css/fonts/weathericons-regular-webfont.svg	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:19	57384/57384	U-----	200	untouched ('')	application/javascript	date:Mon,%2013%20May%202019%2010:12:18%20GMT	https://herfybd.com/assets/js/jquery.flexslider.js	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/js/jquery.flexslider.js	(from https://herfybd.com/)
02:27:19	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:34%20GMT	https://herfybd.com/assets/css/fonts/CustomDesignSet9f4d.svg?uo8kwk	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/css/fonts/CustomDesignSet9f4d9f4d.svg	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:20	19267/19267	U-----	200	untouched ('')	image/png	date:Wed,%2010%20Oct%202018%2012:09:42%20GMT	https://herfybd.com/assets/image/logo-classic.png	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/image/logo-classic.png	(from https://herfybd.com/)
02:27:20	19267/19267	U-----	200	untouched ('')	image/png	date:Wed,%2010%20Oct%202018%2012:09:42%20GMT	https://herfybd.com/assets/image/logo.png	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/image/logo.png	(from https://herfybd.com/)
02:27:20	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:34%20GMT	https://herfybd.com/assets/css/fonts/CraftEssential9f4d.svg?uo8kwk	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/css/fonts/CraftEssential9f4d9f4d.svg	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:20	229178/229178	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:34%20GMT	https://herfybd.com/home.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/home.html	(from https://herfybd.com/)
02:27:20	172275/172275	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:35%20GMT	https://herfybd.com/menu.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/menu.html	(from https://herfybd.com/)
02:27:20	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:35%20GMT	https://herfybd.com/assets/css/fonts/Business9f4d.svg?uo8kwk	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/css/fonts/Business9f4d9f4d.svg	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:20	113251/113251	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:35%20GMT	https://herfybd.com/menu/burger.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/menu/burger.html	(from https://herfybd.com/)
02:27:21	79187/79187	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:35%20GMT	https://herfybd.com/menu/chickenitem.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/menu/chickenitem.html	(from https://herfybd.com/)
02:27:21	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:35%20GMT	https://herfybd.com/assets/css/fonts/Development9f4d.svg?uo8kwk	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/css/fonts/Development9f4d9f4d.svg	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:21	71558/71558	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:35%20GMT	https://herfybd.com/menu/kiddiemeal.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/menu/kiddiemeal.html	(from https://herfybd.com/)
02:27:21	68090/68090	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:36%20GMT	https://herfybd.com/menu/ricesalad.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/menu/ricesalad.html	(from https://herfybd.com/)
02:27:21	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:36%20GMT	https://herfybd.com/assets/css/fonts/coffee-shopf791.svg?4ci1u	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/css/fonts/coffee-shopf791f791.svg	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:21	75386/75386	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:36%20GMT	https://herfybd.com/menu/sideswraps.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/menu/sideswraps.html	(from https://herfybd.com/)
02:27:21	61167/61167	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:36%20GMT	https://herfybd.com/menu/milkshakes.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/menu/milkshakes.html	(from https://herfybd.com/)
02:27:21	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:36%20GMT	https://herfybd.com/assets/css/fonts/gastronomy-collection423e.svg?ekev2d	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/css/fonts/gastronomy-collection423e423e.svg	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:22	67964/67964	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:36%20GMT	https://herfybd.com/menu/mocktail.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/menu/mocktail.html	(from https://herfybd.com/)
02:27:22	69908/69908	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:36%20GMT	https://herfybd.com/menu/drinks.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/menu/drinks.html	(from https://herfybd.com/)
02:27:22	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:36%20GMT	https://herfybd.com/assets/css/fonts/hotel-services49bd.svg?acbqof	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/css/fonts/hotel-services49bd49bd.svg	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:22	77795/77795	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:37%20GMT	https://herfybd.com/location.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/location.html	(from https://herfybd.com/)
02:27:22	68012/68012	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:37%20GMT	https://herfybd.com/gulshan.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/gulshan.html	(from https://herfybd.com/)
02:27:22	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:37%20GMT	https://herfybd.com/assets/css/fonts/restaurant-elementsbbb3.svg?arbweu	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/css/fonts/restaurant-elementsbbb3bbb3.svg	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:22	64789/64789	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:37%20GMT	https://herfybd.com/banani.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/banani.html	(from https://herfybd.com/)
02:27:23	64937/64937	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:37%20GMT	https://herfybd.com/uttara.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/uttara.html	(from https://herfybd.com/)
02:27:23	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:37%20GMT	https://herfybd.com/assets/css/fonts/rCelebrationSetbbb3.svg?arbweu	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/css/fonts/rCelebrationSetbbb3bbb3.svg	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:23	73274/73274	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:37%20GMT	https://herfybd.com/offer.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/offer.html	(from https://herfybd.com/)
02:27:23	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:38%20GMT	https://herfybd.com/assets/css/gfx/diagonalstripe-black.png	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/css/gfx/diagonalstripe-black.png	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:23	122037/122037	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:38%20GMT	https://herfybd.com/about.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/about.html	(from https://herfybd.com/)
02:27:24	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:38%20GMT	https://herfybd.com/assets/css/gfx/diagonalstripe.png	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/css/gfx/diagonalstripe.png	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:24	77294/77294	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:38%20GMT	https://herfybd.com/contact.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/contact.html	(from https://herfybd.com/)
02:27:24	172369/172369	U-----	200	untouched ('')	image/jpeg	date:Wed,%2019%20Dec%202018%2006:12:58%20GMT	https://herfybd.com/assets/image/background-home-top.jpg	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/image/background-home-top.jpg	(from https://herfybd.com/)
02:27:24	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:39%20GMT	https://herfybd.com/plugins/woocommerce/assets/fonts/star.eot	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/plugins/woocommerce/assets/fonts/star.eot	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:24	16370/16370	U-----	200	untouched ('')	image/gif	date:Thu,%2020%20Dec%202018%2011:16:51%20GMT	https://herfybd.com//assets/image/homedelivery.gif	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/image/homedelivery.gif	(from https://herfybd.com/)
02:27:25	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:39%20GMT	https://herfybd.com/plugins/woocommerce/assets/fonts/stard41d.eot?	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/plugins/woocommerce/assets/fonts/stard41dd41d.eot	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:25	14484/14484	U-----	200	untouched ('')	image/png	date:Wed,%2010%20Oct%202018%2012:09:40%20GMT	https://herfybd.com/assets/image/burger_illustration_1.png	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/image/burger_illustration_1.png	(from https://herfybd.com/)
02:27:25	14811/14811	U-----	200	untouched ('')	image/png	date:Tue,%2025%20Dec%202018%2007:03:54%20GMT	https://herfybd.com/assets/image/friedchicken.png	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/image/friedchicken.png	(from https://herfybd.com/)
02:27:25	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:40%20GMT	https://herfybd.com/plugins/woocommerce/assets/fonts/star.woff	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/plugins/woocommerce/assets/fonts/star.woff	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:25	14817/14817	U-----	200	untouched ('')	image/png	date:Wed,%2010%20Oct%202018%2012:09:40%20GMT	https://herfybd.com/assets/image/burger_illustration_2.png	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/image/burger_illustration_2.png	(from https://herfybd.com/)
02:27:25	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:40%20GMT	https://herfybd.com/plugins/woocommerce/assets/fonts/star.ttf	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/plugins/woocommerce/assets/fonts/star.ttf	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:26	10648/10648	U-----	200	untouched ('')	image/png	date:Tue,%2025%20Dec%202018%2007:03:41%20GMT	https://herfybd.com/assets/image/burger_illustration_3.png	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/image/burger_illustration_3.png	(from https://herfybd.com/)
02:27:26	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:40%20GMT	https://herfybd.com/plugins/woocommerce/assets/fonts/star.svg	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/plugins/woocommerce/assets/fonts/star.svg	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:26	22430/22430	U-----	200	untouched ('')	image/png	date:Tue,%2025%20Dec%202018%2007:03:49%20GMT	https://herfybd.com/assets/image/french_fries_icon.png	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/image/french_fries_icon.png	(from https://herfybd.com/)
02:27:26	60859/60859	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:41%20GMT	https://herfybd.com/menu/icecream.ashx	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/menu/icecream.html	(from https://herfybd.com/)
02:27:26	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:41%20GMT	https://herfybd.com/plugins/woocommerce/assets/fonts/WooCommerce.eot	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/plugins/woocommerce/assets/fonts/WooCommerce.eot	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:26	13519/13519	U-----	200	untouched ('')	image/png	date:Tue,%2025%20Dec%202018%2007:03:45%20GMT	https://herfybd.com/assets/image/burger_illustration_4.png	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/image/burger_illustration_4.png	(from https://herfybd.com/)
02:27:27	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:41%20GMT	https://herfybd.com/plugins/woocommerce/assets/fonts/WooCommerced41d.eot?	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/plugins/woocommerce/assets/fonts/WooCommerced41dd41d.eot	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:27	90004/90004	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:41%20GMT	https://herfybd.com/item/1	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/item/1.html	(from https://herfybd.com/)
02:27:27	30034/30034	U-----	200	untouched ('')	image/png	date:Sun,%2009%20Dec%202018%2019:33:04%20GMT	https://herfybd.com/assets/image/small/combo_big_herfy.png	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/image/small/combo_big_herfy.png	(from https://herfybd.com/)
02:27:27	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:42%20GMT	https://herfybd.com/plugins/woocommerce/assets/fonts/WooCommerce.woff	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/plugins/woocommerce/assets/fonts/WooCommerce.woff	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:27	88119/88119	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:42%20GMT	https://herfybd.com/item/6	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/item/6.html	(from https://herfybd.com/)
02:27:28	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:42%20GMT	https://herfybd.com/plugins/woocommerce/assets/fonts/WooCommerce.ttf	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/plugins/woocommerce/assets/fonts/WooCommerce.ttf	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:28	27882/27882	U-----	200	untouched ('')	image/png	date:Sun,%2009%20Dec%202018%2019:34:24%20GMT	https://herfybd.com/assets/image/small/combo_chicken_cheese.png	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/image/small/combo_chicken_cheese.png	(from https://herfybd.com/)
02:27:28	88135/88135	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:42%20GMT	https://herfybd.com/item/11	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/item/11.html	(from https://herfybd.com/)
02:27:28	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:42%20GMT	https://herfybd.com/plugins/woocommerce/assets/fonts/WooCommerce.svg	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/plugins/woocommerce/assets/fonts/WooCommerce.svg	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:28	29825/29825	U-----	200	untouched ('')	image/png	date:Sun,%2009%20Dec%202018%2019:37:26%20GMT	https://herfybd.com/assets/image/small/combo_grilled_chicken.png	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/image/small/combo_grilled_chicken.png	(from https://herfybd.com/)
02:27:28	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:43%20GMT	https://herfybd.com/plugins/woocommerce/assets/images/icons/loader.svg	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/plugins/woocommerce/assets/images/icons/loader.svg	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:29	88104/88104	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:43%20GMT	https://herfybd.com/item/10	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/item/10.html	(from https://herfybd.com/)
02:27:29	1130/1130	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2030%20Sep%202020%2008:27:43%20GMT	https://herfybd.com/plugins/woocommerce/assets/images/icons/credit-cards/visa.png	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/plugins/woocommerce/assets/images/icons/credit-cards/visa.png	(from https://herfybd.com/assets/css/stylecrush.css)
02:27:29	28740/28740	U-----	200	untouched ('')	image/png	date:Sun,%2009%20Dec%202018%2019:34:52%20GMT	https://herfybd.com/assets/image/small/combo_chilli_chicken.png	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/assets/image/small/combo_chilli_chicken.png	(from https://herfybd.com/)
02:27:29	88792/88792	U--MCZ	200	updated ('OK')	text/html	date:Wed,%2030%20Sep%202020%2008:27:44%20GMT	https://herfybd.com/item/3	C:/My%20Web%20Sites/Md%20Rabby/herfybd.com/item/3.html	(from https://herfybd.com/)
